service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
5910_20251214,1,1,1,1,1,1,1,20251214,20261212
5911_20251214,1,1,1,1,1,1,1,20251214,20261212
5912_20251214,1,1,1,1,1,0,0,20251214,20261212
5913_20251214,1,1,1,1,1,1,1,20251214,20261212
5914_20251214,1,1,1,1,1,1,1,20251214,20261212
5915_20251214,1,1,1,1,1,0,0,20251214,20261212
5916_20260101,1,1,1,1,1,1,1,20260101,20261212
5917_20260101,1,1,1,1,1,1,1,20260101,20261212
6450_20260322,1,1,1,1,1,1,1,20260322,20261212
6451_20260322,1,1,1,1,1,1,1,20260322,20261212
6455_20260322,1,1,1,1,1,1,1,20260322,20261212
6459_20260322,1,1,1,1,1,1,1,20260322,20261212
10540_20260316,1,1,1,1,1,1,1,20260316,20261212
10541_20260316,1,1,1,1,1,1,1,20260316,20261212
10542_20260316,1,1,1,1,1,1,1,20260316,20261212
10543_20260316,1,1,1,1,1,1,1,20260316,20261212
10544_20260316,1,1,1,1,1,1,1,20260316,20261212
10545_20260316,1,1,1,1,1,1,1,20260316,20261212
11540_20260316,1,1,1,1,1,1,1,20260316,20261212
11541_20260316,1,1,1,1,1,1,1,20260316,20261212
11542_20260316,1,1,1,1,1,1,1,20260316,20261212
11543_20260316,1,1,1,1,1,1,1,20260316,20261212
11544_20260316,1,1,1,1,1,1,1,20260316,20261212
11545_20260316,1,1,1,1,1,1,1,20260316,20261212
15150_20251214,1,1,1,1,1,0,0,20251214,20261212
15151_20251214,1,1,1,1,1,0,0,20251214,20261212
15152_20251226,1,1,1,1,1,1,1,20251226,20261212
15153_20251226,1,1,1,1,1,1,1,20251226,20261212
15154_20251214,1,1,1,1,1,0,0,20251214,20261212
15155_20251214,1,1,1,1,1,1,1,20251214,20261212
15156_20251214,1,1,1,1,1,0,0,20251214,20261212
15157_20251214,1,1,1,1,1,0,0,20251214,20261212
15158_20251214,1,1,1,1,1,0,0,20251214,20261212
15159_20251214,1,1,1,1,1,1,1,20251214,20261212
15160_20251214,1,1,1,1,1,1,1,20251214,20261212
15161_20251214,1,1,1,1,1,0,0,20251214,20261212
15162_20251214,1,1,1,1,1,1,1,20251214,20261212
15163_20251214,1,1,1,1,1,1,1,20251214,20261212
15164_20251214,1,1,1,1,1,1,1,20251214,20261212
15165_20251214,1,1,1,1,1,1,1,20251214,20261212
15166_20251214,1,1,1,1,1,0,0,20251214,20261212
15167_20251214,1,1,1,1,1,1,1,20251214,20261212
15168_20251214,1,1,1,1,1,1,1,20251214,20261212
15169_20251214,1,1,1,1,1,0,0,20251214,20261212
15170_20251214,1,1,1,1,1,1,1,20251214,20261212
15171_20251214,1,1,1,1,1,1,1,20251214,20261212
15172_20251214,1,1,1,1,1,0,0,20251214,20261212
15173_20251225,1,1,1,1,1,0,0,20251225,20261212
15174_20251214,1,1,1,1,1,1,1,20251214,20261212
15175_20251214,1,1,1,1,1,0,0,20251214,20261212
15176_20251214,1,1,1,1,1,0,0,20251214,20261212
15177_20251225,1,1,1,1,1,1,1,20251225,20261212
15178_20251225,1,1,1,1,1,0,0,20251225,20261212
15179_20251214,1,1,1,1,1,1,1,20251214,20261212
15180_20251214,1,1,1,1,1,1,1,20251214,20261212
15181_20251225,1,1,1,1,1,0,0,20251225,20261212
15182_20251225,1,1,1,1,1,0,0,20251225,20261212
15183_20260101,1,1,1,1,1,1,1,20260101,20261212
15184_20251225,1,1,1,1,1,1,1,20251225,20261212
15186_20260101,1,1,1,1,1,1,1,20260101,20261212
15200_20251226,1,1,1,1,1,1,1,20251226,20261212
15201_20251226,1,1,1,1,1,1,1,20251226,20261212
15202_20251214,1,1,1,1,1,1,0,20251214,20261212
15203_20251214,1,1,1,1,1,0,0,20251214,20261212
15204_20251214,1,1,1,1,1,0,0,20251214,20261212
15205_20251226,1,1,1,1,1,1,1,20251226,20261212
15206_20251226,1,1,1,1,1,1,1,20251226,20261212
15207_20251214,1,1,1,1,1,0,0,20251214,20261212
15208_20251214,1,1,1,1,1,0,0,20251214,20261212
15209_20251226,1,1,1,1,1,1,1,20251226,20261212
15210_20260102,1,1,1,1,1,1,1,20260102,20261212
15211_20251214,1,1,1,1,1,0,0,20251214,20261212
15212_20251214,1,1,1,1,1,0,0,20251214,20261212
15213_20251214,1,1,1,1,1,1,1,20251214,20261212
15214_20251214,1,1,1,1,1,1,1,20251214,20261212
15215_20251214,1,1,1,1,1,1,1,20251214,20261212
15217_20251214,1,1,1,1,1,1,1,20251214,20261212
15218_20251214,1,1,1,1,1,1,1,20251214,20261212
15219_20251214,1,1,1,1,1,1,1,20251214,20261212
15220_20251214,1,1,1,1,1,1,1,20251214,20261212
15221_20251214,1,1,1,1,1,0,0,20251214,20261212
15222_20251214,1,1,1,1,1,1,1,20251214,20261212
15223_20251214,1,1,1,1,1,1,1,20251214,20261212
15224_20251214,1,1,1,1,1,1,1,20251214,20261212
15225_20251214,1,1,1,1,1,1,1,20251214,20261212
15226_20251214,1,1,1,1,1,1,1,20251214,20261212
15227_20251214,1,1,1,1,1,1,1,20251214,20261212
15228_20251214,1,1,1,1,1,0,0,20251214,20261212
15229_20251214,1,1,1,1,1,1,1,20251214,20261212
15230_20251214,1,1,1,1,1,1,1,20251214,20261212
15231_20251214,1,1,1,1,1,0,0,20251214,20261212
15232_20251214,1,1,1,1,1,1,1,20251214,20261212
15233_20251214,1,1,1,1,1,1,1,20251214,20261212
15234_20251214,1,1,1,1,1,1,1,20251214,20261212
15235_20251214,1,1,1,1,1,0,0,20251214,20261212
15236_20251214,1,1,1,1,1,1,1,20251214,20261212
15237_20251214,1,1,1,1,1,1,1,20251214,20261212
15238_20251225,1,1,1,1,1,0,0,20251225,20261212
15239_20251225,1,1,1,1,1,0,0,20251225,20261212
15240_20251214,1,1,1,1,1,1,1,20251214,20261212
15241_20251214,1,1,1,1,1,1,1,20251214,20261212
15242_20251225,1,1,1,1,1,0,0,20251225,20261212
15243_20251214,1,1,1,1,1,1,1,20251214,20261212
15244_20251214,1,1,1,1,1,1,1,20251214,20261212
15245_20251225,1,1,1,1,1,1,1,20251225,20261212
15246_20251225,1,1,1,1,1,1,1,20251225,20261212
15247_20251225,1,1,1,1,1,1,1,20251225,20261212
15248_20251225,1,1,1,1,1,1,1,20251225,20261212
15249_20251225,1,1,1,1,1,0,0,20251225,20261212
15250_20251214,1,1,1,1,1,1,1,20251214,20261212
15251_20260101,1,1,1,1,1,1,1,20260101,20261212
15252_20251225,1,1,1,1,1,0,0,20251225,20261212
15254_20260101,1,1,1,1,1,1,1,20260101,20261212
15270_20260102,1,1,1,1,1,1,1,20260102,20261212
15271_20251214,1,1,1,1,1,0,0,20251214,20261212
15272_20260101,1,1,1,1,1,1,1,20260101,20261212
15273_20260102,1,1,1,1,1,1,1,20260102,20261212
15275_20260125,1,1,1,1,1,1,1,20260125,20261212
15400_20260102,1,1,1,1,1,1,1,20260102,20261212
15401_20251214,1,1,1,1,1,0,0,20251214,20261212
15402_20260102,1,1,1,1,1,1,1,20260102,20261212
15403_20251214,1,1,1,1,1,0,0,20251214,20261212
15404_20251214,1,1,1,1,1,0,0,20251214,20261212
15405_20251214,1,1,1,1,1,0,0,20251214,20261212
15406_20251226,1,1,1,1,1,1,1,20251226,20261212
15407_20251214,1,1,1,1,1,0,0,20251214,20261212
15408_20251214,1,1,1,1,1,0,0,20251214,20261212
15409_20251214,1,1,1,1,1,0,0,20251214,20261212
15410_20251214,1,1,1,1,1,0,0,20251214,20261212
15411_20251214,1,1,1,1,1,0,0,20251214,20261212
15412_20251214,1,1,1,1,1,0,0,20251214,20261212
15413_20251214,1,1,1,1,1,0,0,20251214,20261212
15414_20251214,1,1,1,1,1,0,0,20251214,20261212
15415_20251214,1,1,1,1,1,0,0,20251214,20261212
15416_20251214,1,1,1,1,1,0,0,20251214,20261212
15417_20251214,1,1,1,1,1,0,0,20251214,20261212
15418_20251214,1,1,1,1,1,0,0,20251214,20261212
15419_20251214,1,1,1,1,1,0,0,20251214,20261212
15420_20251214,1,1,1,1,1,0,0,20251214,20261212
15421_20251225,1,1,1,1,1,0,0,20251225,20261212
15422_20251214,1,1,1,1,1,0,0,20251214,20261212
